time,Fx_seat,Fy_seat,Fz_seat,Mx_seat,My_seat,Mz_seat,CoPx_seat,CoPy_seat,Fx_feet,Fy_feet,Fz_feet,Mx_feet,My_feet,Mz_feet,CoPx_feet,CoPy_feet,Ax1,Ay1,Az1,Gx1,Gy1,Gz1,Ax2,Ay2,Az2,Gx2,Gy2,Gz2,Ax3,Ay3,Az3,Gx3,Gy3,Gz3,Ax4,Ay4,Az4,Gx4,Gy4,Gz4,Ax5,Ay5,Az5,Gx5,Gy5,Gz5,Ax6,Ay6,Az6,Gx6,Gy6,Gz6
0,0.11733142915562,0.101211932409949,2.79782708232807,0.0381696530751041,0.108953979991886,-0.00376998833149025,-0.0379987825221209,0.014456548015352,0.866065520071424,0.0438065954120901,1.47701536024477,0.00638332010230012,0.00126784759848622,-0.229450182955314,0.0123347577103745,0.00498909401852866,-5.73395418927065,-6.06329113924051,5.3855421686747,0.052691897997861,0.212211085483843,0.0150549810857822,-9.13912656367178,1.78972897331033,-3.06928287320161,0.122920089897252,0.0633327439288268,0.440252235825504,-2.13352379724858,-2.3102708775514,9.20167413734694,-0.494966834462416,0.483869450936784,-0.100340732307659,-9.08357526922564,-0.459200058996401,-3.69066584852032,-0.274944125984624,0.624329243376027,-0.179659837147156,-8.80309559405505,-1.03614457831325,-4.02778999208513,3.30743525318144,1.37614678899083,-0.195671716929287,-0.000752861475897587,-0.036152106928012,9.74999247138524,-1.22137404580153,1.00763358778626,-0.793893129770992
0.00781573097601323,0.116344521263534,0.0938101224810998,2.79634672068814,0.0382999250197505,0.109250710302926,-0.00163366153938515,-0.0381329531798031,0.0144512311283169,0.867545881892475,0.0436421109240141,1.47931814521945,0.00647016800105879,0.00126784760002484,-0.230020615677487,0.0123380726461976,0.00503753402939814,-5.68456298975286,-6.0379746835443,5.43373493975904,-0.201925714694085,0.148898293687283,0.395938547015468,-9.11550627338675,1.81430145410964,-3.11689239891551,0.0778311607573298,0.140193422110236,0.561303316133428,-2.17013966684575,-2.26314174916021,9.18929808415827,-0.623490190449416,0.323575415520768,0.352738821754968,-9.10790982857804,-0.434079778313391,-3.66684846749749,-0.507776803603076,1.24440231636904,0.0662973640069657,-8.75526905140811,-1.08433734939759,-3.99116714834541,3.07701793491894,1.28440366972477,-0.0616692516512284,-0.0249648865407641,-0.0243460344075763,9.74975035113459,-1.02290076335878,1.0381679389313,-0.99236641221374
0.0156314619520265,0.118647306552411,0.0992381163898247,2.79634672037767,0.0389078602209162,0.108873053509625,-0.00138561869128061,-0.0379793708477797,0.0147123092926512,0.870506605408235,0.0423262329678473,1.47750881413632,0.00694783139813728,0.00194223464283731,-0.229867974087925,0.0119418333143155,0.00534695398384603,-5.70837251356239,-6.0379746835443,5.43373493975904,-0.286020341996835,0.221866542513233,-0.0437587158056052,-9.11538243125902,1.86237038306624,-3.10450818614246,-0.134835568876271,0.273703888893798,0.163813209208597,-2.1456874287793,-2.29872700158763,9.17774917477778,-0.562738627428276,0.010804218567943,0.477210541959597,-9.07176875594883,-0.435164010492267,-3.66649789909298,-0.171146650242992,0.989571523424887,-0.262952524693422,-8.83935702815261,-1.06024096385542,-4.01610441365502,2.98040292763274,1.40672782874618,-0.171409960852859,-0.0132804764348335,0.011915388006736,9.74986719523565,-1.32824427480916,1.29770992366412,-1.08396946564885
0.0234471929280397,0.115028644047176,0.0947970304654201,2.79766259830597,0.0389078604417542,0.10946651423225,-0.000873084485823074,-0.0382027374587291,0.0146696723372136,0.869519697511821,0.0428196868714821,1.47734432944443,0.00612277643355979,0.00110599471026373,-0.229340965289538,0.0124941749298849,0.00479659294514838,-5.64973477998794,-6.05063291139241,5.42168674698795,0.3182341358186,0.0424756067766907,-0.113000648364469,-9.16333715471478,1.81393956435334,-3.08070342328551,-0.0161726853770363,-0.0886840069790858,0.139339987146024,-2.14533035733645,-2.33443414587306,9.17810624622063,-0.252478595058948,0.0889644697590321,0.449347416620157,-9.15550274505424,-0.432651990819105,-3.72683392831111,-0.468567237573013,0.701023075806424,-0.257181555741053,-8.86321006453571,-1.1566265060241,-4.04043932956102,3.01753883780261,1.28440366972477,-0.293876852999069,-0.0254438498416209,-0.000254438498416209,9.77355508531111,-1.17557251908397,1.12977099236641,-1.12977099236641
0.0312629239040529,0.120456637827457,0.0956194538088147,2.79651120480712,0.0386907405789843,0.108576323196115,-0.00072504827464049,-0.0378564722583686,0.0146046896645635,0.868532789723957,0.0434776252629048,1.47783778341958,0.00686098351474954,0.00145667596932268,-0.230197601311533,0.0122376840018386,0.00530452676952518,-5.70089813140446,-6.10126582278481,5.39759036144578,0.46412846276267,-0.0346699560435768,-0.0806817619950952,-9.12707716632233,1.81382415427414,-3.06916241536546,-0.0119429516257831,0.334289368146239,0.329311504748753,-2.15737734552917,-2.33455460370921,9.178107450799,-0.314736248972852,0.431382223794171,0.475484785691889,-9.08357283043781,-0.483590376062475,-3.6909097273031,-0.220671585612304,0.612334610762314,-0.498568880665094,-8.82670769067671,-1.01204819277108,-4.07621888413568,3.20964077882493,0.55045871559633,-0.336238418059725,-0.0368930803626997,-0.0124171235747113,9.72582154538685,-1.23664122137405,0.885496183206107,-0.885496183206107
0.0390786548800662,0.114370705425953,0.0938101225403581,2.79832053696523,0.0393420999563743,0.10941256328395,-0.000882295628338171,-0.0381797656846464,0.0148134665653735,0.872644905782349,0.0423262314967667,1.48277232272488,0.00625304826432896,0.00183433272524533,-0.230885147340818,0.0120046600425791,0.00485940313463965,-5.72116335141652,-6.05063291139241,5.39759036144578,0.0239325423882626,-0.0536715899379205,0.147910226288775,-9.1023868662871,1.82527843255216,-3.00977096605923,-0.241198322598381,0.337520231754692,0.423142494621424,-2.18194741717176,-2.28718599366759,9.17763376469858,-0.527310814507411,0.575981554928616,0.0342432610324734,-9.11948314728541,-0.40934233484973,-3.71433587386897,-0.687461534567915,0.594715752999621,-0.255055409284916,-8.81514258212733,-1.04819277108434,-4.02791046196585,3.34879633794559,0.672782874617737,-0.0254312810032937,-0.0370121041769844,-0.0124183138128542,9.73772511705347,-1.25190839694656,1.06870229007634,-0.82442748091603
0.0468943858560794,0.1151931285867,0.0956194537667304,2.80424198368449,0.037344598453915,0.108279593075333,-0.00253964305806286,-0.0376885262744942,0.0140843894333872,0.863762735065757,0.0438065948256317,1.47701536023479,0.00525429750527446,0.000728337969597214,-0.229231747427634,0.012664948566553,0.00422469938827127,-5.73572634116938,-6.08860759493671,5.37349397590361,-0.234783022855072,0.0409884275638252,-0.00909291206384343,-9.15164844254328,1.80225085218183,-3.11665148324323,0.18446867469049,0.103853100354433,0.0418797779635637,-2.09773871387513,-2.27432138357182,9.18940988050239,-0.315167203966538,0.649019804626031,0.518580285060467,-9.08345867194092,-0.434813313012504,-3.70232557699239,-0.466010126180671,0.667001408961898,0.108240518933224,-8.8991100889911,-1.08433734939759,-4.06489471534774,3.00011065760762,0.642201834862385,-0.0632073971974549,-0.025326260049195,0.0117949301705924,9.74974673739951,-1.16030534351145,0.717557251908397,-1.14503816793893
0.0547101168320926,0.117824883130197,0.0951259997531591,2.7973336281978,0.0378656853415163,0.108873053512969,-0.00243766255107601,-0.0379725866703192,0.0143014833599725,0.875934598643091,0.0424907167204454,1.48359474602844,0.00838082162622958,0.0025626707212907,-0.231130558356572,0.0115569685010533,0.00629340510771843,-5.6836769138035,-6.0253164556962,5.40963855421687,0.500027276345064,-0.115177340950457,0.141183577438067,-9.1512889619437,1.82598775712442,-3.08070342328551,0.15617673799923,0.331828492677494,0.251343647499282,-1.97607740356691,-2.39225964330943,9.178684501195,0.465736282308868,0.56151184418637,-0.0764180634968312,-9.1794814155829,-0.395347264849586,-3.73860542966147,-0.620873825573041,0.411562591677314,-0.160206935724124,-8.83959796791405,-1.14457831325301,-3.99201043751047,2.72676644943365,0.91743119266055,-0.315093502060149,-0.00111280096246957,-0.012059320780709,9.76189363389514,-1.48091603053435,1.34351145038168,-0.793893129770992
0.0625258478081059,0.116015551986589,0.0969353309304113,2.79848502082357,0.03895128445308,0.108522372298786,-0.000351339143224856,-0.0378461994940099,0.0146980702390572,0.867545881821577,0.042161746567281,1.47652190621897,0.00599250459923497,0.000809264409665897,-0.22988047516924,0.0126720218999208,0.00470100976339284,-5.71280289330922,-6.10126582278481,5.42168674698795,0.55055367836532,-0.387385615477845,0.276733675325237,-9.17561857680099,1.85031737198171,-3.10402635479789,-0.13662759840901,0.0945009356199021,0.289552593149555,-2.20604615450977,-2.28695081408274,9.22525046052178,0.805748164504557,0.280170353378832,0.0203478396868685,-9.13212779064571,-0.384572751646482,-3.65469081494673,-0.147495385945916,0.504355221019329,-0.329236040590599,-8.81478117248516,-1.03614457831325,-4.06405142618268,2.69231988426712,0.963302752293578,0.0230439950979405,-0.0131614526205487,0.0119165782448789,9.73796362356903,-1.0381679389313,1.06870229007634,-1.22137404580153
0.0703415787841191,0.114864159300319,0.0956194537921383,2.79700465895137,0.0384736207657171,0.108819102558107,-0.00226725646522275,-0.0379815809865969,0.0145244872388847,0.864749642896797,0.0433131415084416,1.47701536028749,0.00638332010789233,0.000782288924236505,-0.228761321275423,0.012643455540846,0.00498157703004533,-5.72116335141652,-6.05063291139241,5.39759036144578,0.408841421375683,-0.569313772824293,-0.00743862555759193,-9.11550506880839,1.82634844230236,-3.11677194107937,-0.138286063481608,-0.0713455716398351,0.247084581227918,-2.23049482186179,-2.25172263309817,9.20108865490241,0.370554160646003,-0.281797352468817,0.142352069311649,-9.1201973637207,-0.409320908356672,-3.64291423033982,-0.497869802258698,0.408826482145377,0.113404017469554,-8.76755697924183,-1.09638554216867,-3.96719364208157,3.0451728272692,1.05504587155963,0.137909463013889,-0.0129234049919792,0.0119189587211645,9.71415648023579,-1.08396946564885,1.11450381679389,-0.870229007633588
